,result,documentation,terms_of_use,time_last_update_unix,time_last_update_utc,time_next_update_unix,time_next_update_utc,base_code,conversion_rates
SOS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,571.3989
SRD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,35.4929
SSP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1517.9079
STN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,22.5744
SYP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,12905.2803
SZL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,19.0339
THB,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,35.7743
TJS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,10.9483
TMT,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,3.4997
TND,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,3.1208
TOP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,2.3371
TRY,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,31.5759
TTD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,6.7472
TVD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1.5351
TWD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,31.5382
TZS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,2539.3057
UAH,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,38.3069
UGX,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,3911.056
USD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1.0
UYU,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,39.0761
UZS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,12566.2423
VES,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,36.0933
VND,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,24669.267
VUV,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,120.5573
WST,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,2.7439999999999998
XAF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,604.4022
XCD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,2.7
XDR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.7522000000000001
XOF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,604.4022
XPF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,109.9531
YER,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,250.2747
ZAR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,19.0338
ZMW,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,23.6743
ZWL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,15342.2878
