,result,documentation,terms_of_use,time_last_update_unix,time_last_update_utc,time_next_update_unix,time_next_update_utc,base_code,conversion_rates
BYN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,3.2523
BZD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,2.0
CAD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1.3569
CDF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,2732.6994
CHF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.8849
CLP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,965.2297
CNY,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,7.2047
COP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,3941.209
CRC,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,514.1031
CUP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,24.0
CVE,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,101.5987
CZK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,23.3755
DJF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,177.721
DKK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,6.8706
DOP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,58.7077
DZD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,134.6773
EGP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,30.8939
ERN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,15.0
ETB,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,56.608
EUR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.9215000000000001
FJD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,2.2437
FKP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.7882
FOK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,6.8707
GBP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.7882
GEL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,2.6569000000000003
GGP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.7882
GHS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,12.851
GIP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.7882
GMD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,66.167
GNF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,8572.6486
GTQ,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,7.8056
GYD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,209.3987
HKD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,7.8249
HNL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,24.6674
HRK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,6.9423
HTG,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,132.931
HUF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,363.941
IDR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,15758.8391
ILS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,3.5781
IMP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.7882
INR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,82.9248
IQD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1308.217
IRR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,42045.5049
ISK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,137.8341
JEP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.7882
JMD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,155.7628
JOD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.7090000000000001
JPY,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,150.4039
KES,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,145.179
KGS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,89.4222
KHR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,4046.0677
KID,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1.5351
KMF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,453.3017
KRW,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1331.344
KWD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.30760000000000004
KYD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.8333
KZT,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,452.8546
LAK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,20652.8509
LBP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,89500.0
LKR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,307.8048
LRD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,192.9427
LSL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,19.0339
LYD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,4.8292
MAD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,10.0514
MDL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,17.7586
MGA,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,4503.0355
MKD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,57.0117
MMK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,2101.6138
MNT,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,3415.3172
MOP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,8.0595
MRU,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,39.9002
MUR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,45.7852
MVR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,15.3982
MWK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1691.0566
MXN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,16.9758
MYR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,4.724
MZN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,63.8204
NAD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,19.0339
NGN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1542.3499
NIO,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,36.7639
NOK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,10.5535
NPR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,132.6886
NZD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1.6401
OMR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.3845
PAB,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1.0
PEN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,3.7736
PGK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,3.7611
PHP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,56.003
PKR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,279.7217
PLN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,3.9825
PYG,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,7307.2238
QAR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,3.64
RON,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,4.5804
RSD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,108.0322
RUB,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,91.4258
RWF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1295.2075
SAR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,3.75
SBD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,8.3641
SCR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,13.6901
SDG,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,454.0176
SEK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,10.3641
SGD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,1.3434
SHP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,0.7882
SLE,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,22.6955
SLL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709596801,"Tue, 05 Mar 2024 00:00:01 +0000",1709683201,"Wed, 06 Mar 2024 00:00:01 +0000",USD,22695.5182
