,result,documentation,terms_of_use,time_last_update_unix,time_last_update_utc,time_next_update_unix,time_next_update_utc,base_code,conversion_rates
GBP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,0.7786000000000001
GEL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,2.6567
GGP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,0.7786000000000001
GHS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,12.953
GIP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,0.7786000000000001
GMD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,65.1555
GNF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,8583.9697
GTQ,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,7.812
GYD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,209.4386
HKD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,7.8208
HNL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,24.7055
HRK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,6.8893
HTG,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,132.9914
HUF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,360.4467
IDR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,15559.0521
ILS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,3.5782
IMP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,0.7786000000000001
INR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,82.756
IQD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,1312.1444
IRR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,42072.0299
ISK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,136.2446
JEP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,0.7786000000000001
JMD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,155.5933
JOD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,0.7090000000000001
JPY,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,147.1607
KES,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,142.7456
KGS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,89.5153
KHR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,4053.1979
KID,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,1.5083
KMF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,449.8374
KRW,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,1318.5967
KWD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,0.30720000000000003
KYD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,0.8333
KZT,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,447.53
LAK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,20673.8491
LBP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,89500.0
LKR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,307.4076
LRD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,193.9429
LSL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,18.6956
LYD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,4.8285
MAD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,10.0201
MDL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,17.7469
MGA,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,4503.4312
MKD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,56.4081
MMK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,2102.0403
MNT,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,3378.755
MOP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,8.0554
MRU,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,39.8817
MUR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,45.6346
MVR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,15.4536
MWK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,1694.7263
MXN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,16.8331
MYR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,4.6894
MZN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,63.9082
NAD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,18.6956
NGN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,1587.5992
NIO,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,36.8098
NOK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,10.417300000000001
NPR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,132.4095
NZD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,1.6185
OMR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,0.3845
PAB,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,1.0
PEN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,3.7414
PGK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,3.7862
PHP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,55.6353
PKR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,279.3719
PLN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,3.9316
PYG,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,7302.5242
QAR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,3.64
RON,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,4.5433
RSD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,107.6077
RUB,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,90.8832
RWF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,1299.1465
SAR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,3.75
SBD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,8.4675
SCR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,13.8239
SDG,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,509.9117
SEK,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,10.2139
SGD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,1.3318
SHP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,0.7786000000000001
SLE,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1710028802,"Sun, 10 Mar 2024 00:00:02 +0000",1710115202,"Mon, 11 Mar 2024 00:00:02 +0000",USD,22.6643
