,result,documentation,terms_of_use,time_last_update_unix,time_last_update_utc,time_next_update_unix,time_next_update_utc,base_code,conversion_rates
SHP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,0.7857000000000001
SLE,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,22.6643
SLL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,22664.2818
SOS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,571.8563
SRD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,35.3906
SSP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,1589.6381
STN,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,22.5028
SYP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,12954.0726
SZL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,18.8275
THB,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,35.6582
TJS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,10.9486
TMT,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,3.4993
TND,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,3.1142
TOP,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,2.3455
TRY,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,31.79
TTD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,6.7691
TVD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,1.5285000000000002
TWD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,31.525
TZS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,2545.4982
UAH,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,38.2679
UGX,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,3892.302
USD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,1.0
UYU,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,39.0336
UZS,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,12566.4489
VES,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,36.1726
VND,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,24698.167
VUV,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,120.9664
WST,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,2.7455
XAF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,602.4855
XCD,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,2.7
XDR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,0.7518
XOF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,602.4855
XPF,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,109.6044
YER,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,250.3249
ZAR,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,18.8282
ZMW,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,23.9804
ZWL,success,https://www.exchangerate-api.com/docs,https://www.exchangerate-api.com/terms,1709769601,"Thu, 07 Mar 2024 00:00:01 +0000",1709856001,"Fri, 08 Mar 2024 00:00:01 +0000",USD,16584.8696
